Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Region,Occupancy Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge Off Amount,Original Appraisal Amount,Appraisal Value,Appraisal Date,FICO,Total Loan To Value,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date
East West Bank,EWB-1000513,Equity,GNMA,Borrower 513,"8644 Main St, Unit 35",Commercial & Multi-Family (5+ Units),SP1,TX,North,1,BK,Margaret Harris,2022-08-04,2052-07-27,2026-04-20,3856,90-Day Delinquent,90,1034956,4092,1319250,1335531,2022-07-20,582,77.49,2025-12-03,4817,510,DDA-82196,45509,2026-02-23,2026-03-18
East West Bank,EWB-1000514,Specialty,FHLMC,Borrower 514,"783 Main St, Unit 22",Residential Property (1-4 Units),LC1,TX,East,4,TRNS,Linda Garcia,2023-03-15,2053-03-07,2026-04-20,2934,90-Day Delinquent,120,1313163,2963,1455289,1572079,2023-02-28,690,83.53,2025-12-12,3332,525,DDA-52553,38370,2026-03-20,2026-03-21
East West Bank,EWB-1000515,Specialty,PRIV,Borrower 515,"2967 Main St, Unit 21",Residential Property (1-4 Units),CS1,GA,North,2,FC,Emily Watson,2023-06-18,2053-06-10,2026-04-20,3479,Current,0,181512,0,217642,226552,2023-06-03,799,80.12,2025-12-28,3413,113,DDA-95875,24975,2026-03-18,2026-03-20
East West Bank,EWB-1000516,Specialty,EWB-INT,Borrower 516,"135 Main St, Unit 45",Commercial & Multi-Family (5+ Units),CR1,CA,South,2,BK,Barbara Taylor,2022-09-12,2052-09-04,2026-04-20,1620,90-Day Delinquent,90,276555,1383,367215,407884,2022-08-28,609,67.8,2025-12-19,4736,538,DDA-96507,4788,2026-02-21,2026-03-17
East West Bank,EWB-1000517,Construction,EWB-INT,Borrower 517,"7426 Main St, Unit 16",Commercial & Multi-Family (5+ Units),CR1,CA,West,1,PIF,Donald Martinez,2022-07-07,2052-06-29,2026-04-20,1786,Current,0,98337,0,185954,236274,2022-06-22,716,41.62,2025-12-04,1868,952,DDA-20754,41412,2026-03-01,2026-03-17
East West Bank,EWB-1000518,ARM,PRIV,Borrower 518,"360 Main St, Unit 43",Residential Property (1-4 Units),CS1,TX,North,4,LEG,Richard Davis,2022-08-09,2052-08-01,2026-04-20,2435,Current,0,563938,0,709655,694472,2022-07-25,663,81.2,2025-12-22,1011,531,DDA-50768,42176,2026-02-22,2026-03-18
East West Bank,EWB-1000519,Equity,EWB-INT,Borrower 519,"2189 Main St, Unit 14",Commercial & Multi-Family (5+ Units),CE1,WA,West,3,BK,Charles Wilson,2022-09-09,2052-09-01,2026-04-20,4322,30-Day Delinquent,30,778828,0,1036040,1314529,2022-08-25,701,59.25,2025-11-09,3910,338,DDA-94868,15011,2026-02-19,2026-03-18
East West Bank,EWB-1000520,Equity,PRIV,Borrower 520,"5884 Main St, Unit 8",Residential Property (1-4 Units),CR1,NY,North,4,DIS,Daniel Martin,2022-06-18,2052-06-10,2026-04-20,4133,Current,0,887439,0,991461,1217091,2022-06-03,632,72.91,2025-12-13,1854,651,DDA-18367,10746,2026-02-27,2026-03-19
East West Bank,EWB-1000521,Foreign National,FHLMC,Borrower 521,"3153 Main St, Unit 14",Residential Property (1-4 Units),SP1,WA,North,3,LOSS,Charles Wilson,2022-11-15,2052-11-07,2026-04-20,2686,30-Day Delinquent,30,169904,0,266739,269463,2022-10-31,701,63.05,2025-12-09,3336,739,DDA-17383,35949,2026-02-28,2026-03-21
East West Bank,EWB-1000522,Construction,GNMA,Borrower 522,"1041 Main St, Unit 7",Residential Property (1-4 Units),CR1,MA,West,4,LOSS,Donald Martinez,2022-12-01,2052-11-23,2026-04-20,2842,Current,0,617304,0,930316,871476,2022-11-16,602,70.83,2026-01-01,2958,649,DDA-40922,39764,2026-03-01,2026-03-18
East West Bank,EWB-1000523,Construction,FNMA,Borrower 523,"7911 Main St, Unit 7",Residential Property (1-4 Units),CS1,TX,East,1,M,Susan Martinez,2022-03-26,2052-03-18,2026-04-20,4400,Current,0,302338,0,486676,591298,2022-03-11,606,51.13,2025-11-23,2164,375,DDA-39041,40690,2026-02-25,2026-03-16
East West Bank,EWB-1000524,ARM,FNMA,Borrower 524,"4335 Main St, Unit 42",Residential Property (1-4 Units),HE1,TX,South,3,M,James Miller,2023-11-27,2053-11-19,2026-04-20,4082,Current,0,898331,0,1164929,1337379,2023-11-12,810,67.17,2025-11-10,4238,911,DDA-60724,10353,2026-03-14,2026-03-18
East West Bank,EWB-1000525,Conventional,GNMA,Borrower 525,"5891 Main St, Unit 39",Commercial & Multi-Family (5+ Units),CR1,GA,South,1,M,Susan Martinez,2023-01-07,2052-12-30,2026-04-20,4296,Current,0,583853,0,635417,686502,2022-12-23,758,85.05,2025-11-14,3101,797,DDA-52746,29583,2026-03-08,2026-03-16
East West Bank,EWB-1000526,ARM,FHLMC,Borrower 526,"517 Main St, Unit 22",Commercial & Multi-Family (5+ Units),HE1,TX,North,1,PIF,Barbara Taylor,2023-11-22,2053-11-14,2026-04-20,2459,Current,0,386049,0,705941,794211,2023-11-07,813,48.61,2025-11-15,2498,33,DDA-59463,15092,2026-03-01,2026-03-16
East West Bank,EWB-1000527,Specialty,PRIV,Borrower 527,"3036 Main St, Unit 24",Commercial & Multi-Family (5+ Units),CS1,NY,North,4,LOSS,John Smith,2022-02-02,2052-01-26,2026-04-20,4437,Current,0,279873,0,378504,397841,2022-01-18,582,70.35,2025-12-02,1646,863,DDA-50596,2258,2026-03-04,2026-03-19
East West Bank,EWB-1000528,Construction,EWB-INT,Borrower 528,"9951 Main St, Unit 35",Commercial & Multi-Family (5+ Units),HE1,TX,West,1,SII,Susan Martinez,2022-11-13,2052-11-05,2026-04-20,1465,Current,0,474245,0,723044,768365,2022-10-29,591,61.72,2025-11-25,1475,837,DDA-67893,19628,2026-03-08,2026-03-18
East West Bank,EWB-1000529,Equity,PRIV,Borrower 529,"715 Main St, Unit 22",Residential Property (1-4 Units),CR1,NY,North,1,TRNS,Margaret Harris,2022-12-16,2052-12-08,2026-04-20,3313,Current,0,543082,0,866756,840124,2022-12-01,729,64.64,2025-11-25,3358,145,DDA-65043,7339,2026-03-02,2026-03-16
East West Bank,EWB-1000530,Foreign National,EWB-INT,Borrower 530,"1405 Main St, Unit 41",Residential Property (1-4 Units),CS1,GA,West,3,TRNS,Margaret Harris,2023-11-10,2053-11-02,2026-04-20,4981,Current,0,770303,0,1227978,1565186,2023-10-26,708,49.21,2025-11-08,4878,861,DDA-77531,41760,2026-02-28,2026-03-16
East West Bank,EWB-1000531,ARM,PRIV,Borrower 531,"1380 Main St, Unit 34",Commercial & Multi-Family (5+ Units),CE1,NY,East,4,LOSS,David Rodriguez,2022-02-26,2052-02-19,2026-04-20,2653,Current,0,733149,0,1376476,1366100,2022-02-11,608,53.67,2025-11-12,1952,426,DDA-35678,45532,2026-02-26,2026-03-18
East West Bank,EWB-1000532,Lot Loan,FNMA,Borrower 532,"666 Main St, Unit 45",Residential Property (1-4 Units),CS1,GA,South,1,SII,Sandra Garcia,2023-09-01,2053-08-24,2026-04-20,3315,30-Day Delinquent,30,268625,0,486326,528097,2023-08-17,817,50.87,2025-12-06,1487,139,DDA-95169,26966,2026-03-07,2026-03-20
East West Bank,EWB-1000533,Equity,PRIV,Borrower 533,"7017 Main St, Unit 23",Residential Property (1-4 Units),HE1,CA,East,2,TRNS,Barbara Taylor,2022-12-19,2052-12-11,2026-04-20,3373,Current,0,893982,0,1079168,1222698,2022-12-04,786,73.12,2025-11-29,3734,721,DDA-81635,42921,2026-02-21,2026-03-17
East West Bank,EWB-1000534,Equity,GNMA,Borrower 534,"3978 Main St, Unit 40",Residential Property (1-4 Units),LC1,NJ,South,2,DIS,James Miller,2022-07-20,2052-07-12,2026-04-20,1402,Current,0,720620,0,841757,897124,2022-07-05,638,80.33,2025-11-27,3649,677,DDA-77896,32570,2026-02-27,2026-03-18
East West Bank,EWB-1000535,ARM,GNMA,Borrower 535,"9544 Main St, Unit 24",Residential Property (1-4 Units),CE1,WA,North,1,BK,Linda Garcia,2023-09-13,2053-09-05,2026-04-20,4510,Current,0,1206500,0,1299947,1254608,2023-08-29,620,96.17,2025-12-15,4670,915,DDA-21772,763,2026-03-09,2026-03-19
East West Bank,EWB-1000536,Construction,FNMA,Borrower 536,"3862 Main St, Unit 4",Commercial & Multi-Family (5+ Units),CS1,VA,West,4,DIS,Michael Chen,2023-09-24,2053-09-16,2026-04-20,1949,90-Day Delinquent,120,752269,4657,1390768,1643609,2023-09-09,735,45.77,2025-11-25,1598,623,DDA-66614,35916,2026-03-17,2026-03-17
East West Bank,EWB-1000537,Construction,FNMA,Borrower 537,"5532 Main St, Unit 11",Residential Property (1-4 Units),HE1,NY,East,2,DIS,Robert Brown,2023-05-03,2053-04-25,2026-04-20,2748,Current,0,618899,0,685843,707658,2023-04-18,692,87.46,2025-11-21,3047,454,DDA-29397,49569,2026-02-24,2026-03-18
East West Bank,EWB-1000538,Conventional,PRIV,Borrower 538,"132 Main St, Unit 16",Commercial & Multi-Family (5+ Units),LC1,TX,West,2,PIF,Nancy Jackson,2023-06-15,2053-06-07,2026-04-20,4543,60-Day Delinquent,60,445572,0,731780,729903,2023-05-31,587,61.05,2025-12-21,4715,829,DDA-88531,9463,2026-02-26,2026-03-21
East West Bank,EWB-1000539,Construction,EWB-INT,Borrower 539,"800 Main St, Unit 40",Residential Property (1-4 Units),LC1,CA,East,3,M,Linda Garcia,2023-11-29,2053-11-21,2026-04-20,3375,60-Day Delinquent,60,862351,0,930298,1171243,2023-11-14,699,73.63,2026-01-01,3967,690,DDA-22754,45131,2026-02-25,2026-03-17
East West Bank,EWB-1000540,Foreign National,GNMA,Borrower 540,"3380 Main St, Unit 5",Commercial & Multi-Family (5+ Units),SP1,GA,West,1,BK,Nancy Jackson,2023-04-12,2053-04-04,2026-04-20,1510,Current,0,1102967,0,1420896,1698619,2023-03-28,716,64.93,2025-12-10,1614,504,DDA-78961,22606,2026-03-12,2026-03-16
East West Bank,EWB-1000541,Construction,PRIV,Borrower 541,"6661 Main St, Unit 15",Residential Property (1-4 Units),HE1,MA,North,1,BK,Thomas Thompson,2022-04-29,2052-04-21,2026-04-20,2606,30-Day Delinquent,30,190855,0,378071,400815,2022-04-14,740,47.62,2025-12-10,1787,462,DDA-97681,47423,2026-02-22,2026-03-16
East West Bank,EWB-1000542,Lot Loan,FNMA,Borrower 542,"4532 Main St, Unit 48",Commercial & Multi-Family (5+ Units),SP1,NY,South,4,PIF,Christopher Thomas,2022-01-22,2052-01-15,2026-04-20,1423,Current,0,577602,0,858662,848100,2022-01-07,667,68.11,2025-12-07,4907,806,DDA-50207,39252,2026-03-11,2026-03-18
East West Bank,EWB-1000543,Equity,FHLMC,Borrower 543,"5045 Main St, Unit 8",Commercial & Multi-Family (5+ Units),HE1,NY,North,2,LEG,Susan Martinez,2022-07-07,2052-06-29,2026-04-20,2302,30-Day Delinquent,30,1166761,0,1465573,1602669,2022-06-22,653,72.8,2025-12-24,2977,750,DDA-72998,33148,2026-02-26,2026-03-16
East West Bank,EWB-1000544,Specialty,FHLMC,Borrower 544,"3251 Main St, Unit 30",Commercial & Multi-Family (5+ Units),HE1,WA,East,1,DIS,Charles Wilson,2022-02-02,2052-01-26,2026-04-20,4535,Current,0,535609,0,565008,688909,2022-01-18,703,77.75,2025-12-19,1214,907,DDA-23102,21549,2026-02-21,2026-03-21
East West Bank,EWB-1000545,Foreign National,GNMA,Borrower 545,"8858 Main St, Unit 40",Commercial & Multi-Family (5+ Units),LC1,WA,North,4,PIF,Jessica Taylor,2023-01-06,2052-12-29,2026-04-20,3875,Current,0,1198002,0,1404126,1645719,2022-12-22,721,72.8,2025-12-29,3984,549,DDA-46134,2782,2026-03-05,2026-03-21
East West Bank,EWB-1000546,Equity,FHLMC,Borrower 546,"7925 Main St, Unit 3",Commercial & Multi-Family (5+ Units),CR1,VA,North,2,LEG,David Rodriguez,2023-01-09,2053-01-01,2026-04-20,2811,Current,0,831791,0,1099491,1150713,2022-12-25,685,72.28,2025-12-31,2080,482,DDA-12134,39523,2026-03-03,2026-03-19
East West Bank,EWB-1000547,Construction,PRIV,Borrower 547,"7104 Main St, Unit 36",Commercial & Multi-Family (5+ Units),SP1,CA,East,1,REO,Nancy Jackson,2022-07-23,2052-07-15,2026-04-20,2659,Current,0,725328,0,1320365,1573971,2022-07-08,618,46.08,2025-12-14,1017,716,DDA-81619,11122,2026-02-20,2026-03-17
East West Bank,EWB-1000548,Specialty,FHLMC,Borrower 548,"2019 Main St, Unit 16",Commercial & Multi-Family (5+ Units),SP1,MA,West,4,DIS,Sarah Jenkins,2022-06-03,2052-05-26,2026-04-20,4467,90-Day Delinquent,120,815976,3187,1264593,1308814,2022-05-19,580,62.34,2025-12-27,3510,818,DDA-11365,44317,2026-03-10,2026-03-20
East West Bank,EWB-1000549,Specialty,FNMA,Borrower 549,"8639 Main St, Unit 31",Residential Property (1-4 Units),LC1,VA,North,2,LOSS,Robert Brown,2022-04-23,2052-04-15,2026-04-20,1216,30-Day Delinquent,30,447727,0,649137,800671,2022-04-08,641,55.92,2025-11-29,3282,835,DDA-60594,7880,2026-02-19,2026-03-21
East West Bank,EWB-1000550,Specialty,FHLMC,Borrower 550,"8822 Main St, Unit 45",Commercial & Multi-Family (5+ Units),LC1,FL,East,2,REO,David Rodriguez,2022-09-24,2052-09-16,2026-04-20,4325,Current,0,579629,0,843264,768212,2022-09-09,625,75.45,2025-11-18,4375,321,DDA-24440,11001,2026-03-20,2026-03-21
East West Bank,EWB-1000551,Specialty,EWB-INT,Borrower 551,"1433 Main St, Unit 3",Residential Property (1-4 Units),HE1,NJ,North,3,REO,Robert Brown,2023-11-30,2053-11-22,2026-04-20,3717,Current,0,689544,0,757847,743083,2023-11-15,604,92.8,2025-12-18,2200,803,DDA-64576,18804,2026-03-08,2026-03-18
East West Bank,EWB-1000552,Specialty,FHLMC,Borrower 552,"8687 Main St, Unit 11",Commercial & Multi-Family (5+ Units),CE1,IL,North,3,REO,Sandra Garcia,2023-05-23,2053-05-15,2026-04-20,3948,Current,0,791931,0,1474070,1433811,2023-05-08,690,55.23,2025-11-09,2100,648,DDA-19108,46239,2026-03-02,2026-03-21
East West Bank,EWB-1000553,Specialty,GNMA,Borrower 553,"8690 Main St, Unit 31",Commercial & Multi-Family (5+ Units),CE1,TX,North,2,M,Robert Brown,2022-10-10,2052-10-02,2026-04-20,2393,Current,0,456762,0,702433,874693,2022-09-25,704,52.22,2025-11-28,1719,457,DDA-48858,19230,2026-03-07,2026-03-19
East West Bank,EWB-1000554,Lot Loan,FHLMC,Borrower 554,"9567 Main St, Unit 38",Residential Property (1-4 Units),SP1,CA,North,4,LEG,Sarah Jenkins,2023-09-13,2053-09-05,2026-04-20,2575,60-Day Delinquent,60,619567,0,890829,1005888,2023-08-29,742,61.59,2025-12-01,1745,872,DDA-67612,27786,2026-02-21,2026-03-20
East West Bank,EWB-1000555,Equity,FHLMC,Borrower 555,"1449 Main St, Unit 33",Residential Property (1-4 Units),LC1,TX,North,4,BK,Donald Martinez,2023-05-08,2053-04-30,2026-04-20,3087,Current,0,308430,0,435195,455216,2023-04-23,766,67.75,2025-11-13,2632,611,DDA-68979,38520,2026-03-18,2026-03-16
East West Bank,EWB-1000556,ARM,FHLMC,Borrower 556,"3865 Main St, Unit 23",Commercial & Multi-Family (5+ Units),SP1,NY,East,4,TRNS,Linda Garcia,2022-06-14,2052-06-06,2026-04-20,2085,Current,0,752159,0,1324571,1239534,2022-05-30,808,60.68,2025-11-17,2489,75,DDA-97122,37663,2026-03-05,2026-03-17
East West Bank,EWB-1000557,ARM,EWB-INT,Borrower 557,"4981 Main St, Unit 44",Residential Property (1-4 Units),CS1,MA,East,1,M,Susan Martinez,2023-02-19,2053-02-11,2026-04-20,4552,60-Day Delinquent,60,496001,0,943392,1106231,2023-02-04,667,44.84,2025-12-07,4973,611,DDA-29282,7539,2026-02-25,2026-03-18
East West Bank,EWB-1000558,Lot Loan,EWB-INT,Borrower 558,"6165 Main St, Unit 3",Residential Property (1-4 Units),HE1,NJ,West,4,M,David Rodriguez,2023-06-24,2053-06-16,2026-04-20,3288,Current,0,239517,0,330553,390970,2023-06-09,601,61.26,2025-11-12,1899,529,DDA-15626,22917,2026-03-04,2026-03-19
East West Bank,EWB-1000559,ARM,GNMA,Borrower 559,"8094 Main St, Unit 8",Residential Property (1-4 Units),CE1,VA,North,2,LOSS,Joseph White,2023-03-25,2053-03-17,2026-04-20,4471,30-Day Delinquent,30,1169056,0,1458144,1641316,2023-03-10,588,71.23,2025-12-28,4986,570,DDA-44152,31434,2026-03-13,2026-03-21
East West Bank,EWB-1000560,Equity,FNMA,Borrower 560,"1857 Main St, Unit 25",Commercial & Multi-Family (5+ Units),LC1,GA,North,1,FC,Christopher Thomas,2022-08-22,2052-08-14,2026-04-20,2598,Current,0,573066,0,849983,836754,2022-08-07,637,68.49,2025-12-13,4013,639,DDA-34550,46631,2026-02-24,2026-03-18
East West Bank,EWB-1000561,Specialty,EWB-INT,Borrower 561,"6962 Main St, Unit 10",Residential Property (1-4 Units),CE1,WA,North,2,FC,Thomas Thompson,2023-04-25,2053-04-17,2026-04-20,4093,90-Day Delinquent,90,1031501,4363,1401079,1519496,2023-04-10,711,67.88,2025-11-30,3933,340,DDA-48113,8879,2026-03-11,2026-03-18
East West Bank,EWB-1000562,Construction,PRIV,Borrower 562,"9312 Main St, Unit 49",Commercial & Multi-Family (5+ Units),LC1,WA,North,3,TRNS,Emily Watson,2022-10-17,2052-10-09,2026-04-20,3053,30-Day Delinquent,30,741241,0,1209920,1349757,2022-10-02,711,54.92,2025-12-18,1258,172,DDA-58677,28347,2026-02-28,2026-03-17
East West Bank,EWB-1000563,Specialty,PRIV,Borrower 563,"8050 Main St, Unit 41",Commercial & Multi-Family (5+ Units),SP1,IL,South,4,M,Karen Anderson,2023-02-06,2053-01-29,2026-04-20,2218,30-Day Delinquent,30,135484,0,255423,321110,2023-01-22,724,42.19,2025-12-10,2361,912,DDA-32649,21074,2026-03-11,2026-03-20
East West Bank,EWB-1000564,Foreign National,EWB-INT,Borrower 564,"521 Main St, Unit 17",Commercial & Multi-Family (5+ Units),CE1,CA,East,4,SII,Sarah Jenkins,2022-02-14,2052-02-07,2026-04-20,4961,60-Day Delinquent,60,595157,0,821256,1042976,2022-01-30,709,57.06,2025-11-13,3603,774,DDA-22887,2614,2026-02-23,2026-03-17
East West Bank,EWB-1000565,Lot Loan,PRIV,Borrower 565,"7101 Main St, Unit 46",Commercial & Multi-Family (5+ Units),CS1,MA,East,3,M,Karen Anderson,2023-04-03,2053-03-26,2026-04-20,2197,90-Day Delinquent,90,699151,3682,925435,892931,2023-03-19,676,78.3,2025-11-25,1100,256,DDA-36290,16776,2026-03-16,2026-03-17
East West Bank,EWB-1000566,Specialty,EWB-INT,Borrower 566,"4044 Main St, Unit 13",Residential Property (1-4 Units),SP1,IL,South,2,LOSS,Emily Watson,2022-04-23,2052-04-15,2026-04-20,1098,Current,0,817815,0,1059164,1111989,2022-04-08,704,73.55,2025-11-08,3908,514,DDA-58220,46723,2026-02-27,2026-03-21
East West Bank,EWB-1000567,Specialty,GNMA,Borrower 567,"2629 Main St, Unit 11",Residential Property (1-4 Units),CS1,NJ,South,4,M,Nancy Jackson,2022-09-01,2052-08-24,2026-04-20,4755,30-Day Delinquent,30,746832,0,1095439,1170606,2022-08-17,778,63.8,2025-11-15,2491,571,DDA-18998,10049,2026-03-03,2026-03-16
East West Bank,EWB-1000568,Construction,EWB-INT,Borrower 568,"3034 Main St, Unit 20",Commercial & Multi-Family (5+ Units),SP1,CA,West,1,DIS,Christopher Thomas,2023-01-28,2053-01-20,2026-04-20,1839,30-Day Delinquent,30,447050,0,762121,739328,2023-01-13,602,60.47,2025-11-25,3572,87,DDA-34753,7265,2026-02-26,2026-03-20
East West Bank,EWB-1000569,Lot Loan,FHLMC,Borrower 569,"2710 Main St, Unit 37",Commercial & Multi-Family (5+ Units),CS1,IL,East,2,LOSS,Linda Garcia,2022-07-07,2052-06-29,2026-04-20,4381,Current,0,849172,0,1243389,1555448,2022-06-22,665,54.59,2025-12-01,2874,639,DDA-40547,1951,2026-03-14,2026-03-17
East West Bank,EWB-1000570,Construction,EWB-INT,Borrower 570,"7153 Main St, Unit 41",Commercial & Multi-Family (5+ Units),CR1,NY,West,2,BK,Richard Davis,2023-08-26,2053-08-18,2026-04-20,1656,Current,0,366863,0,436214,400230,2023-08-11,715,91.66,2025-12-16,1787,500,DDA-18184,44137,2026-02-20,2026-03-20
East West Bank,EWB-1000571,ARM,GNMA,Borrower 571,"1298 Main St, Unit 43",Residential Property (1-4 Units),LC1,CA,North,4,LEG,Richard Davis,2023-12-05,2053-11-27,2026-04-20,4346,Current,0,292745,0,492703,528056,2023-11-20,629,55.44,2025-12-19,4656,706,DDA-50153,38742,2026-03-01,2026-03-18
East West Bank,EWB-1000572,ARM,FHLMC,Borrower 572,"2077 Main St, Unit 7",Residential Property (1-4 Units),HE1,IL,East,2,DIS,Patricia Hernandez,2023-09-08,2053-08-31,2026-04-20,2418,Current,0,456196,0,549953,700529,2023-08-24,635,65.12,2025-12-27,1920,617,DDA-11340,22497,2026-03-04,2026-03-21
East West Bank,EWB-1000573,Construction,EWB-INT,Borrower 573,"9484 Main St, Unit 36",Commercial & Multi-Family (5+ Units),SP1,CA,East,2,PIF,Charles Wilson,2023-10-19,2053-10-11,2026-04-20,2763,30-Day Delinquent,30,782929,0,988003,1067245,2023-10-04,790,73.36,2025-11-18,4892,507,DDA-33818,23927,2026-03-13,2026-03-20
East West Bank,EWB-1000574,Conventional,GNMA,Borrower 574,"8313 Main St, Unit 25",Residential Property (1-4 Units),LC1,FL,South,4,LEG,Michael Chen,2023-03-02,2053-02-22,2026-04-20,2600,60-Day Delinquent,60,1026492,0,1235841,1208900,2023-02-15,767,84.91,2025-11-20,1598,627,DDA-37943,8833,2026-03-12,2026-03-20
East West Bank,EWB-1000575,Construction,GNMA,Borrower 575,"3494 Main St, Unit 29",Residential Property (1-4 Units),CE1,IL,West,1,DIS,Daniel Martin,2023-08-21,2053-08-13,2026-04-20,1928,Current,0,175111,0,216150,256507,2023-08-06,651,68.27,2025-11-07,1948,643,DDA-93092,13210,2026-03-20,2026-03-20
East West Bank,EWB-1000576,Lot Loan,GNMA,Borrower 576,"3619 Main St, Unit 18",Commercial & Multi-Family (5+ Units),HE1,GA,West,4,FC,Charles Wilson,2022-12-30,2052-12-22,2026-04-20,3690,Current,0,394308,0,487054,619040,2022-12-15,617,63.7,2025-11-15,1531,610,DDA-78435,28220,2026-03-10,2026-03-19
East West Bank,EWB-1000577,Lot Loan,PRIV,Borrower 577,"8846 Main St, Unit 43",Residential Property (1-4 Units),SP1,VA,South,3,FC,Christopher Thomas,2022-06-26,2052-06-18,2026-04-20,4390,Current,0,547026,0,709723,658907,2022-06-11,647,83.02,2025-12-31,2572,565,DDA-11239,21212,2026-03-20,2026-03-20
East West Bank,EWB-1000578,Specialty,EWB-INT,Borrower 578,"7388 Main St, Unit 27",Commercial & Multi-Family (5+ Units),LC1,MA,North,1,M,Sandra Garcia,2022-03-10,2052-03-02,2026-04-20,4376,Current,0,776528,0,1408593,1384961,2022-02-23,792,56.07,2025-12-02,3312,115,DDA-69617,34139,2026-02-19,2026-03-20
East West Bank,EWB-1000579,Construction,EWB-INT,Borrower 579,"3611 Main St, Unit 1",Residential Property (1-4 Units),LC1,FL,East,2,PIF,Christopher Thomas,2022-04-22,2052-04-14,2026-04-20,2264,90-Day Delinquent,90,213025,3592,284055,298441,2022-04-07,782,71.38,2025-11-03,1653,351,DDA-55838,27746,2026-02-19,2026-03-18
East West Bank,EWB-1000580,Conventional,GNMA,Borrower 580,"5733 Main St, Unit 35",Residential Property (1-4 Units),LC1,IL,North,3,M,Sandra Garcia,2023-09-26,2053-09-18,2026-04-20,3821,Current,0,637193,0,959942,1228063,2023-09-11,580,51.89,2025-12-21,4691,348,DDA-43572,44741,2026-03-17,2026-03-18
East West Bank,EWB-1000581,Equity,EWB-INT,Borrower 581,"7567 Main St, Unit 25",Commercial & Multi-Family (5+ Units),CE1,IL,East,1,PIF,Matthew Moore,2023-04-03,2053-03-26,2026-04-20,3976,Current,0,827817,0,1292647,1636741,2023-03-19,816,50.58,2025-12-21,2001,667,DDA-15133,46146,2026-03-03,2026-03-20
East West Bank,EWB-1000582,Foreign National,EWB-INT,Borrower 582,"4572 Main St, Unit 30",Commercial & Multi-Family (5+ Units),LC1,WA,South,4,TRNS,John Smith,2023-03-13,2053-03-05,2026-04-20,1732,Current,0,845401,0,991052,1029450,2023-02-26,623,82.12,2025-12-27,4864,540,DDA-82939,30724,2026-02-24,2026-03-18
East West Bank,EWB-1000583,ARM,PRIV,Borrower 583,"7081 Main St, Unit 39",Residential Property (1-4 Units),CE1,IL,East,1,M,Linda Garcia,2022-11-11,2052-11-03,2026-04-20,4061,30-Day Delinquent,30,355112,0,419708,462416,2022-10-27,777,76.79,2025-11-20,4788,218,DDA-16331,7901,2026-03-13,2026-03-21
East West Bank,EWB-1000584,Construction,EWB-INT,Borrower 584,"7211 Main St, Unit 37",Commercial & Multi-Family (5+ Units),CR1,NJ,East,4,REO,Richard Davis,2023-09-23,2053-09-15,2026-04-20,1904,30-Day Delinquent,30,882195,0,1161727,1152322,2023-09-08,747,76.56,2025-12-27,1347,545,DDA-31170,10259,2026-03-19,2026-03-18
