Bank,Account Number,Loan Type,Investor Code,Borrower,Property Address,Property Type,Product Line,State,Occup Code,Stop Code,Account Officer,Loan Closing Date,Maturity Date,Next Payment Due Date,Payment Due Amount,Delinquency Type,# Days Past Due,Total Bank Balance,Charge off Amount,Orig Appraisal Amount,Orig Appraisal Date,Appraisal Value,Appraisal Date,FICO,Total LTV,Last Payment Received Date,Last Payment Received Amount,Suspense Balance,DDA/Sav Acct#,DDA/Sav Account Balance,Latest Contact Date,Latest Attempt Date,Resp 5/9
East West Bank,EWB-1000561,Foreign National,EWB-INT,Borrower 561,"7316 Main St, Unit 12",Commercial & Multi-Family (5+ Units),CS1,NJ,1,PIF,Lisa Williams,2022-06-19,2052-06-11,2026-04-21,3568,90-Day Delinquent,120,705786,2931,919605,2022-05-20,930960,2024-06-29,839,75.81,2026-02-28,1652,183,SAV-71267,22005,2026-03-21,2026-03-21,Y
East West Bank,EWB-1000562,Equity,FHLMC,Borrower 562,"7127 Main St, Unit 27",Commercial & Multi-Family (5+ Units),HE1,FL,1,LEG,John Smith,2023-01-18,2053-01-10,2026-04-21,3361,Current,0,552281,0,599830,2022-12-19,682531,2024-05-21,679,80.92,2026-02-02,1300,192,SAV-91979,4091,2026-03-17,2026-03-21,N
East West Bank,EWB-1000563,ARM,FNMA,Borrower 563,"2565 Main St, Unit 40",Commercial & Multi-Family (5+ Units),CE1,GA,2,PIF,Barbara Taylor,2022-12-01,2052-11-23,2026-04-21,3099,60-Day Delinquent,60,627016,0,1080997,2022-11-01,1238216,2024-04-06,767,50.64,2026-02-27,3022,387,SAV-62580,40455,2026-03-12,2026-03-17,NA
East West Bank,EWB-1000564,Conventional,FHLMC,Borrower 564,"7999 Main St, Unit 31",Residential Property (1-4 Units),LC1,NY,4,DIS,Margaret Harris,2023-04-19,2053-04-11,2026-04-21,4346,Current,0,660647,0,1265731,2023-03-20,1255869,2024-04-28,615,52.6,2026-03-11,3066,157,SAV-37345,45574,2026-03-10,2026-03-17,Y
East West Bank,EWB-1000565,Construction,FHLMC,Borrower 565,"8662 Main St, Unit 35",Residential Property (1-4 Units),CS1,WA,4,BK,Christopher Thomas,2022-02-13,2052-02-06,2026-04-21,3010,Current,0,263172,0,282503,2022-01-14,326875,2024-06-13,799,80.51,2026-02-24,1244,185,SAV-52380,12662,2026-03-14,2026-03-19,N
East West Bank,EWB-1000566,Foreign National,EWB-INT,Borrower 566,"5052 Main St, Unit 45",Commercial & Multi-Family (5+ Units),SP1,WA,4,BK,Matthew Moore,2023-06-07,2053-05-30,2026-04-21,4543,Current,0,792144,0,1102246,2023-05-08,1249266,2025-07-16,849,63.41,2026-02-07,1997,386,SAV-83189,27256,2026-03-20,2026-03-18,Y
East West Bank,EWB-1000567,ARM,PRIV,Borrower 567,"9923 Main St, Unit 48",Residential Property (1-4 Units),CE1,NJ,4,LOSS,Jessica Taylor,2023-08-11,2053-08-03,2026-04-21,3758,Current,0,577123,0,636799,2023-07-12,719402,2025-08-23,685,80.22,2026-02-24,3433,331,SAV-56332,44701,2026-03-20,2026-03-22,Y
East West Bank,EWB-1000568,Equity,EWB-INT,Borrower 568,"578 Main St, Unit 46",Commercial & Multi-Family (5+ Units),HE1,FL,1,BK,Margaret Harris,2023-10-19,2053-10-11,2026-04-21,1754,60-Day Delinquent,60,299134,0,461877,2023-09-19,558859,2024-08-14,807,53.53,2026-03-20,3925,389,SAV-81318,49953,2026-03-15,2026-03-17,Y
East West Bank,EWB-1000569,Conventional,EWB-INT,Borrower 569,"7355 Main St, Unit 16",Residential Property (1-4 Units),HE1,WA,2,FC,Susan Martinez,2022-08-07,2052-07-30,2026-04-21,2959,Current,0,452162,0,808003,2022-07-08,789558,2025-06-16,600,57.27,2026-03-13,2240,464,SAV-94054,44352,2026-03-08,2026-03-20,NA
East West Bank,EWB-1000570,Construction,PRIV,Borrower 570,"6317 Main St, Unit 2",Commercial & Multi-Family (5+ Units),CS1,CA,4,SII,Sarah Jenkins,2023-07-02,2053-06-24,2026-04-21,4400,Current,0,554204,0,903158,2023-06-02,1105061,2025-12-13,706,50.15,2026-03-19,3044,326,SAV-42073,31550,2026-03-16,2026-03-20,Y
East West Bank,EWB-1000571,Conventional,PRIV,Borrower 571,"5661 Main St, Unit 2",Residential Property (1-4 Units),SP1,CA,4,PIF,James Miller,2022-05-19,2052-05-11,2026-04-21,2077,Current,0,231683,0,265359,2022-04-19,241412,2025-08-02,727,95.97,2026-03-13,2696,164,SAV-66040,17261,2026-03-16,2026-03-18,N
East West Bank,EWB-1000572,Specialty,FHLMC,Borrower 572,"9620 Main St, Unit 39",Residential Property (1-4 Units),LC1,WA,1,LEG,Joseph White,2022-02-18,2052-02-11,2026-04-21,2120,Current,0,1270116,0,1437087,2022-01-19,1407359,2025-08-06,733,90.25,2026-02-14,3511,371,SAV-19864,41319,2026-03-09,2026-03-17,N
East West Bank,EWB-1000573,Equity,GNMA,Borrower 573,"7710 Main St, Unit 26",Commercial & Multi-Family (5+ Units),LC1,NJ,4,SII,John Smith,2022-10-05,2052-09-27,2026-04-21,4243,Current,0,318098,0,401924,2022-09-05,486135,2025-12-01,648,65.43,2026-02-26,1173,51,SAV-10231,28432,2026-03-18,2026-03-19,NA
East West Bank,EWB-1000574,ARM,FHLMC,Borrower 574,"7487 Main St, Unit 5",Commercial & Multi-Family (5+ Units),CE1,MA,4,PIF,Barbara Taylor,2023-03-24,2053-03-16,2026-04-21,3929,30-Day Delinquent,30,1234980,0,1321364,2023-02-22,1241125,2025-04-22,740,99.5,2026-02-14,3138,394,SAV-46765,23945,2026-03-07,2026-03-18,Y
East West Bank,EWB-1000575,Construction,PRIV,Borrower 575,"3261 Main St, Unit 13",Commercial & Multi-Family (5+ Units),CE1,MA,2,M,Sandra Garcia,2022-06-15,2052-06-07,2026-04-21,2969,Current,0,873975,0,1091763,2022-05-16,1292574,2024-10-19,665,67.62,2026-02-14,2298,468,SAV-76465,20553,2026-03-11,2026-03-17,Y
East West Bank,EWB-1000576,Lot Loan,PRIV,Borrower 576,"1431 Main St, Unit 28",Commercial & Multi-Family (5+ Units),LC1,NY,4,TRNS,John Smith,2022-06-30,2052-06-22,2026-04-21,4089,Current,0,298087,0,356487,2022-05-31,399195,2024-07-28,640,74.67,2026-03-19,3213,78,SAV-65082,14548,2026-03-19,2026-03-21,N
East West Bank,EWB-1000577,ARM,FNMA,Borrower 577,"1065 Main St, Unit 37",Residential Property (1-4 Units),SP1,NJ,4,FC,Matthew Moore,2022-09-28,2052-09-20,2026-04-21,1486,90-Day Delinquent,90,751835,602,828841,2022-08-29,895577,2026-01-09,748,83.95,2026-02-17,2443,71,SAV-88382,36589,2026-03-11,2026-03-19,NA
East West Bank,EWB-1000578,ARM,PRIV,Borrower 578,"4702 Main St, Unit 12",Commercial & Multi-Family (5+ Units),LC1,NY,3,LEG,Sarah Jenkins,2023-05-10,2053-05-02,2026-04-21,2533,60-Day Delinquent,60,138746,0,195232,2023-04-10,202720,2024-09-10,677,68.44,2026-01-27,2211,438,SAV-43863,46402,2026-03-11,2026-03-20,Y
East West Bank,EWB-1000579,Equity,FHLMC,Borrower 579,"6687 Main St, Unit 41",Residential Property (1-4 Units),CR1,MA,3,TRNS,Susan Martinez,2023-02-08,2053-01-31,2026-04-21,3685,Current,0,831519,0,1407669,2023-01-09,1460746,2024-06-21,644,56.92,2026-03-14,2684,367,SAV-72981,27398,2026-03-10,2026-03-17,Y
East West Bank,EWB-1000580,Specialty,FHLMC,Borrower 580,"7522 Main St, Unit 4",Commercial & Multi-Family (5+ Units),CS1,IL,4,LOSS,Patricia Hernandez,2022-03-08,2052-02-29,2026-04-21,1539,Current,0,567864,0,688645,2022-02-06,870920,2025-11-01,636,65.2,2026-02-16,3266,172,SAV-88339,13432,2026-03-15,2026-03-19,Y
East West Bank,EWB-1000581,Equity,GNMA,Borrower 581,"4300 Main St, Unit 37",Residential Property (1-4 Units),CS1,NJ,2,M,Joseph White,2023-01-21,2053-01-13,2026-04-21,1470,30-Day Delinquent,30,527081,0,882303,2022-12-22,1132791,2024-12-13,704,46.53,2026-02-11,1649,40,SAV-26858,7200,2026-03-11,2026-03-21,N
East West Bank,EWB-1000582,Equity,FNMA,Borrower 582,"6771 Main St, Unit 23",Residential Property (1-4 Units),CS1,IL,3,BK,John Smith,2022-07-12,2052-07-04,2026-04-21,4263,30-Day Delinquent,30,259390,0,408635,2022-06-12,445464,2025-03-14,638,58.23,2026-02-19,3582,459,SAV-73720,4005,2026-03-21,2026-03-19,NA
East West Bank,EWB-1000583,Conventional,GNMA,Borrower 583,"8272 Main St, Unit 21",Residential Property (1-4 Units),LC1,MA,4,BK,Daniel Martin,2022-12-17,2052-12-09,2026-04-21,3860,Current,0,712722,0,1003695,2022-11-17,1148019,2025-06-23,628,62.08,2026-02-01,2447,151,SAV-23371,35707,2026-03-22,2026-03-21,Y
East West Bank,EWB-1000584,ARM,EWB-INT,Borrower 584,"6480 Main St, Unit 4",Commercial & Multi-Family (5+ Units),CR1,FL,1,PIF,Emily Watson,2022-09-14,2052-09-06,2026-04-21,2531,Current,0,331250,0,430852,2022-08-15,470029,2024-09-07,733,70.47,2026-02-21,1230,8,SAV-68662,41660,2026-03-07,2026-03-18,Y
East West Bank,EWB-1000585,Foreign National,FHLMC,Borrower 585,"2474 Main St, Unit 50",Commercial & Multi-Family (5+ Units),CS1,CA,2,LEG,Charles Wilson,2023-09-10,2053-09-02,2026-04-21,4282,Current,0,799316,0,1015139,2023-08-11,1293317,2025-07-22,722,61.8,2026-03-16,1709,306,SAV-48591,20980,2026-03-08,2026-03-18,Y
East West Bank,EWB-1000586,Equity,EWB-INT,Borrower 586,"1634 Main St, Unit 14",Residential Property (1-4 Units),CR1,NY,4,BK,Sandra Garcia,2022-02-13,2052-02-06,2026-04-21,1332,Current,0,621207,0,954565,2022-01-14,1049204,2024-06-03,671,59.21,2026-02-01,3837,349,SAV-53684,22300,2026-03-15,2026-03-19,NA
East West Bank,EWB-1000587,Foreign National,PRIV,Borrower 587,"2044 Main St, Unit 33",Commercial & Multi-Family (5+ Units),CE1,VA,1,M,Nancy Jackson,2022-09-22,2052-09-14,2026-04-21,3361,Current,0,277008,0,439768,2022-08-23,421072,2024-04-12,637,65.79,2026-02-16,3967,298,SAV-69773,5919,2026-03-18,2026-03-22,NA
East West Bank,EWB-1000588,Conventional,GNMA,Borrower 588,"7598 Main St, Unit 30",Residential Property (1-4 Units),LC1,CA,4,SII,Joseph White,2023-03-21,2053-03-13,2026-04-21,1037,60-Day Delinquent,60,1030401,0,1489838,2023-02-19,1638473,2025-12-17,827,62.89,2026-03-06,1767,226,SAV-93625,16109,2026-03-09,2026-03-19,Y
East West Bank,EWB-1000589,Foreign National,FHLMC,Borrower 589,"4440 Main St, Unit 39",Residential Property (1-4 Units),LC1,IL,4,M,Matthew Moore,2022-03-27,2052-03-19,2026-04-21,4423,Current,0,249598,0,324023,2022-02-25,376978,2026-01-08,676,66.21,2026-02-25,2117,229,SAV-61632,32489,2026-03-18,2026-03-20,N
East West Bank,EWB-1000590,Conventional,FHLMC,Borrower 590,"1022 Main St, Unit 50",Residential Property (1-4 Units),CS1,TX,1,FC,Barbara Taylor,2023-06-08,2053-05-31,2026-04-21,1165,Current,0,84631,0,168658,2023-05-09,194648,2024-04-13,668,43.48,2026-02-05,1579,201,SAV-15893,39686,2026-03-16,2026-03-20,Y
East West Bank,EWB-1000591,Lot Loan,FHLMC,Borrower 591,"7499 Main St, Unit 35",Commercial & Multi-Family (5+ Units),LC1,WA,3,TRNS,Matthew Moore,2023-05-06,2053-04-28,2026-04-21,4331,Current,0,697785,0,778138,2023-04-06,942648,2025-04-20,846,74.02,2026-03-01,3258,468,SAV-87135,31719,2026-03-11,2026-03-18,NA
East West Bank,EWB-1000592,ARM,GNMA,Borrower 592,"5346 Main St, Unit 47",Commercial & Multi-Family (5+ Units),CS1,GA,2,BK,David Rodriguez,2022-04-28,2052-04-20,2026-04-21,4944,Current,0,707361,0,1378807,2022-03-29,1590404,2024-10-01,743,44.48,2026-02-14,3232,126,SAV-73528,43067,2026-03-21,2026-03-17,Y
East West Bank,EWB-1000593,Foreign National,GNMA,Borrower 593,"1185 Main St, Unit 18",Commercial & Multi-Family (5+ Units),CS1,VA,1,SII,Daniel Martin,2022-02-04,2052-01-28,2026-04-21,4115,Current,0,387716,0,418854,2022-01-05,507681,2024-08-11,817,76.37,2026-02-02,1143,301,SAV-59814,21696,2026-03-09,2026-03-21,Y
East West Bank,EWB-1000594,Specialty,GNMA,Borrower 594,"7683 Main St, Unit 2",Commercial & Multi-Family (5+ Units),HE1,GA,3,DIS,Emily Watson,2022-01-02,2051-12-26,2026-04-21,4843,Current,0,752506,0,1180697,2021-12-03,1451099,2024-11-10,847,51.86,2026-02-14,1136,114,SAV-74322,31514,2026-03-21,2026-03-22,NA
East West Bank,EWB-1000595,Specialty,EWB-INT,Borrower 595,"3383 Main St, Unit 30",Residential Property (1-4 Units),CR1,NY,4,TRNS,Emily Watson,2023-06-28,2053-06-20,2026-04-21,1834,Current,0,580953,0,974143,2023-05-29,1215112,2025-01-30,838,47.81,2026-03-07,1838,11,SAV-18144,21463,2026-03-18,2026-03-21,NA
East West Bank,EWB-1000596,Conventional,FNMA,Borrower 596,"150 Main St, Unit 31",Residential Property (1-4 Units),HE1,TX,4,PIF,Karen Anderson,2023-12-08,2053-11-30,2026-04-21,2424,90-Day Delinquent,90,600742,4804,678423,2023-11-08,652121,2024-10-23,799,92.12,2026-03-14,1037,203,SAV-89967,7818,2026-03-07,2026-03-22,N
East West Bank,EWB-1000597,Lot Loan,FHLMC,Borrower 597,"775 Main St, Unit 49",Commercial & Multi-Family (5+ Units),CS1,MA,2,LEG,Matthew Moore,2022-11-05,2052-10-28,2026-04-21,3220,Current,0,531797,0,763375,2022-10-06,822292,2024-09-19,680,64.67,2026-03-20,1509,59,SAV-31396,38400,2026-03-07,2026-03-21,N
East West Bank,EWB-1000598,Foreign National,PRIV,Borrower 598,"5370 Main St, Unit 20",Commercial & Multi-Family (5+ Units),SP1,VA,4,TRNS,Nancy Jackson,2022-07-24,2052-07-16,2026-04-21,3501,30-Day Delinquent,30,382179,0,429215,2022-06-24,491303,2024-06-12,680,77.79,2026-03-10,1185,109,SAV-87370,9661,2026-03-12,2026-03-17,Y
East West Bank,EWB-1000599,Construction,FHLMC,Borrower 599,"6166 Main St, Unit 5",Commercial & Multi-Family (5+ Units),CS1,WA,2,LEG,James Miller,2023-12-05,2053-11-27,2026-04-21,4983,Current,0,229372,0,423349,2023-11-05,491542,2025-02-20,825,46.66,2026-02-02,2029,476,SAV-91838,34085,2026-03-22,2026-03-18,N
East West Bank,EWB-1000600,ARM,GNMA,Borrower 600,"1596 Main St, Unit 24",Residential Property (1-4 Units),CS1,TX,1,M,Jessica Taylor,2022-02-07,2052-01-31,2026-04-21,4158,90-Day Delinquent,90,617588,16,728688,2022-01-08,898228,2024-07-26,688,68.76,2026-02-04,3276,208,SAV-70844,37387,2026-03-12,2026-03-17,Y
East West Bank,EWB-1000601,Lot Loan,FNMA,Borrower 601,"5341 Main St, Unit 35",Residential Property (1-4 Units),CS1,MA,1,TRNS,Susan Martinez,2022-02-17,2052-02-10,2026-04-21,3793,90-Day Delinquent,150,394563,4694,527501,2022-01-18,563485,2025-05-28,741,70.02,2026-03-04,3937,22,SAV-70447,13344,2026-03-18,2026-03-22,N
East West Bank,EWB-1000602,Lot Loan,EWB-INT,Borrower 602,"538 Main St, Unit 19",Commercial & Multi-Family (5+ Units),LC1,CA,4,PIF,Michael Chen,2023-12-17,2053-12-09,2026-04-21,2854,Current,0,504051,0,544341,2023-11-17,671772,2024-10-03,802,75.03,2026-01-31,2134,370,SAV-60229,12603,2026-03-10,2026-03-20,N
East West Bank,EWB-1000603,Foreign National,PRIV,Borrower 603,"5405 Main St, Unit 24",Residential Property (1-4 Units),CE1,VA,3,M,Karen Anderson,2023-04-16,2053-04-08,2026-04-21,3901,30-Day Delinquent,30,813733,0,946184,2023-03-17,1084962,2025-10-13,775,75.0,2026-02-03,1580,206,SAV-32683,18648,2026-03-16,2026-03-17,NA
East West Bank,EWB-1000604,Foreign National,PRIV,Borrower 604,"5667 Main St, Unit 25",Residential Property (1-4 Units),CS1,TX,3,TRNS,Sandra Garcia,2023-06-05,2053-05-28,2026-04-21,4691,30-Day Delinquent,30,465382,0,671121,2023-05-06,718989,2024-04-26,712,64.73,2026-03-11,1491,49,SAV-80613,45127,2026-03-17,2026-03-19,Y
East West Bank,EWB-1000605,Conventional,FHLMC,Borrower 605,"1224 Main St, Unit 46",Commercial & Multi-Family (5+ Units),CR1,NJ,1,LOSS,Barbara Taylor,2023-12-25,2053-12-17,2026-04-21,3315,90-Day Delinquent,120,1189177,2472,1296332,2023-11-25,1340535,2025-06-01,713,88.71,2026-03-18,3704,190,SAV-67902,33044,2026-03-21,2026-03-19,Y
East West Bank,EWB-1000606,Equity,EWB-INT,Borrower 606,"6099 Main St, Unit 20",Residential Property (1-4 Units),CE1,WA,1,FC,Richard Davis,2023-05-20,2053-05-12,2026-04-21,1575,30-Day Delinquent,30,1099065,0,1320808,2023-04-20,1439280,2025-01-22,792,76.36,2026-02-10,2973,382,SAV-84915,44637,2026-03-12,2026-03-21,Y
East West Bank,EWB-1000607,ARM,FNMA,Borrower 607,"6012 Main St, Unit 2",Commercial & Multi-Family (5+ Units),CS1,VA,2,TRNS,Susan Martinez,2023-12-02,2053-11-24,2026-04-21,4075,Current,0,484211,0,683634,2023-11-02,737823,2024-07-13,735,65.63,2026-03-14,1034,392,SAV-44522,24639,2026-03-12,2026-03-22,Y
East West Bank,EWB-1000608,Equity,GNMA,Borrower 608,"7026 Main St, Unit 43",Commercial & Multi-Family (5+ Units),LC1,NJ,2,SII,Patricia Hernandez,2023-02-03,2053-01-26,2026-04-21,1213,60-Day Delinquent,60,217200,0,371373,2023-01-04,423480,2024-12-31,742,51.29,2026-02-17,2523,222,SAV-21682,15667,2026-03-17,2026-03-18,Y
East West Bank,EWB-1000609,Lot Loan,EWB-INT,Borrower 609,"2648 Main St, Unit 29",Commercial & Multi-Family (5+ Units),CS1,NJ,1,LEG,Daniel Martin,2022-07-05,2052-06-27,2026-04-21,3548,Current,0,843776,0,1374744,2022-06-05,1594006,2025-04-20,654,52.93,2026-02-09,1584,38,SAV-68360,30309,2026-03-21,2026-03-21,N
East West Bank,EWB-1000610,Conventional,EWB-INT,Borrower 610,"1411 Main St, Unit 16",Residential Property (1-4 Units),SP1,MA,3,TRNS,James Miller,2023-06-05,2053-05-28,2026-04-21,3939,30-Day Delinquent,30,539323,0,585071,2023-05-06,540726,2024-04-30,687,99.74,2026-02-24,3839,209,SAV-49569,2738,2026-03-09,2026-03-19,Y
East West Bank,EWB-1000611,Construction,PRIV,Borrower 611,"2708 Main St, Unit 36",Residential Property (1-4 Units),CR1,NJ,3,BK,Margaret Harris,2022-10-15,2052-10-07,2026-04-21,1471,Current,0,344365,0,583934,2022-09-15,686485,2025-05-08,791,50.16,2026-03-16,2105,141,SAV-40234,16458,2026-03-18,2026-03-21,Y
East West Bank,EWB-1000612,ARM,EWB-INT,Borrower 612,"8174 Main St, Unit 40",Commercial & Multi-Family (5+ Units),HE1,FL,3,DIS,Matthew Moore,2023-12-08,2053-11-30,2026-04-21,3901,30-Day Delinquent,30,801035,0,1404311,2023-11-08,1479423,2025-06-18,735,54.15,2026-03-04,2207,397,SAV-35969,27111,2026-03-16,2026-03-18,Y
East West Bank,EWB-1000613,ARM,PRIV,Borrower 613,"5262 Main St, Unit 4",Residential Property (1-4 Units),HE1,MA,4,PIF,Margaret Harris,2022-08-20,2052-08-12,2026-04-21,2583,30-Day Delinquent,30,640291,0,750517,2022-07-21,785684,2025-08-04,727,81.49,2026-03-02,3392,83,SAV-48317,27410,2026-03-19,2026-03-21,NA
East West Bank,EWB-1000614,Conventional,EWB-INT,Borrower 614,"3885 Main St, Unit 36",Residential Property (1-4 Units),CR1,FL,4,DIS,Sarah Jenkins,2022-12-06,2052-11-28,2026-04-21,2630,Current,0,576067,0,695735,2022-11-06,707394,2024-05-22,770,81.44,2026-02-11,3329,261,SAV-63457,1395,2026-03-11,2026-03-20,Y
East West Bank,EWB-1000615,ARM,PRIV,Borrower 615,"2342 Main St, Unit 38",Residential Property (1-4 Units),HE1,CA,4,M,Donald Martinez,2022-09-04,2052-08-27,2026-04-21,3516,Current,0,676710,0,904105,2022-08-05,1122910,2025-10-01,770,60.26,2026-03-20,3508,270,SAV-55859,35242,2026-03-09,2026-03-21,N
East West Bank,EWB-1000616,Lot Loan,FHLMC,Borrower 616,"4804 Main St, Unit 37",Commercial & Multi-Family (5+ Units),CE1,MA,1,BK,Margaret Harris,2022-05-17,2052-05-09,2026-04-21,3971,Current,0,921426,0,1161316,2022-04-17,1275234,2025-04-25,721,72.26,2026-02-08,3575,206,SAV-20426,18687,2026-03-10,2026-03-18,N
East West Bank,EWB-1000617,Equity,GNMA,Borrower 617,"8283 Main St, Unit 32",Commercial & Multi-Family (5+ Units),CE1,MA,2,DIS,James Miller,2023-12-06,2053-11-28,2026-04-21,4788,90-Day Delinquent,90,916574,379,1297272,2023-11-06,1262653,2025-07-29,789,72.59,2026-03-19,3473,168,SAV-84635,34847,2026-03-21,2026-03-19,Y
East West Bank,EWB-1000618,Conventional,GNMA,Borrower 618,"3476 Main St, Unit 23",Residential Property (1-4 Units),CE1,IL,2,FC,Christopher Thomas,2022-06-26,2052-06-18,2026-04-21,2036,30-Day Delinquent,30,850845,0,1023093,2022-05-27,1018132,2025-06-15,798,83.57,2026-03-07,3000,242,SAV-80671,12441,2026-03-14,2026-03-17,N
East West Bank,EWB-1000619,Lot Loan,FHLMC,Borrower 619,"2285 Main St, Unit 40",Commercial & Multi-Family (5+ Units),CS1,FL,3,M,Emily Watson,2022-12-28,2052-12-20,2026-04-21,1858,Current,0,398366,0,792650,2022-11-28,713486,2025-03-04,625,55.83,2026-02-26,3501,406,SAV-84014,25689,2026-03-13,2026-03-18,N
East West Bank,EWB-1000620,Equity,FNMA,Borrower 620,"3179 Main St, Unit 47",Commercial & Multi-Family (5+ Units),LC1,GA,2,PIF,Barbara Taylor,2023-03-12,2053-03-04,2026-04-21,4229,Current,0,1077390,0,1463379,2023-02-10,1764906,2024-10-08,769,61.05,2026-02-02,2104,474,SAV-46178,25784,2026-03-20,2026-03-22,Y
East West Bank,EWB-1000621,Specialty,FHLMC,Borrower 621,"1244 Main St, Unit 49",Commercial & Multi-Family (5+ Units),CS1,NJ,1,PIF,Karen Anderson,2023-08-10,2053-08-02,2026-04-21,2724,Current,0,861612,0,1171469,2023-07-11,1314729,2024-10-02,663,65.54,2026-02-23,1627,247,SAV-19315,31354,2026-03-20,2026-03-21,N
East West Bank,EWB-1000622,ARM,GNMA,Borrower 622,"143 Main St, Unit 25",Residential Property (1-4 Units),CR1,WA,3,FC,Sandra Garcia,2023-05-20,2053-05-12,2026-04-21,4173,Current,0,216209,0,396183,2023-04-20,472770,2025-05-27,733,45.73,2026-02-09,1789,66,SAV-80722,33790,2026-03-20,2026-03-18,NA
East West Bank,EWB-1000623,Conventional,FHLMC,Borrower 623,"2594 Main St, Unit 45",Residential Property (1-4 Units),CR1,IL,2,FC,John Smith,2023-10-01,2053-09-23,2026-04-21,3834,90-Day Delinquent,120,150004,3906,203909,2023-09-01,259144,2025-11-30,689,57.88,2026-03-06,2398,413,SAV-59599,13474,2026-03-10,2026-03-22,N
East West Bank,EWB-1000624,Construction,PRIV,Borrower 624,"5186 Main St, Unit 28",Residential Property (1-4 Units),LC1,NJ,4,FC,Patricia Hernandez,2023-11-02,2053-10-25,2026-04-21,2916,90-Day Delinquent,90,269667,1009,389017,2023-10-03,352485,2025-05-22,780,76.5,2026-02-25,2336,213,SAV-93102,14042,2026-03-07,2026-03-20,Y
East West Bank,EWB-1000625,ARM,GNMA,Borrower 625,"6900 Main St, Unit 27",Residential Property (1-4 Units),CE1,VA,4,M,Joseph White,2022-07-10,2052-07-02,2026-04-21,1553,60-Day Delinquent,60,1029058,0,1226941,2022-06-10,1486612,2025-12-20,652,69.22,2026-02-25,1744,329,SAV-93216,46111,2026-03-07,2026-03-22,NA
East West Bank,EWB-1000626,Conventional,GNMA,Borrower 626,"7144 Main St, Unit 14",Commercial & Multi-Family (5+ Units),SP1,GA,3,LEG,Joseph White,2023-08-06,2053-07-29,2026-04-21,1476,Current,0,1206898,0,1408870,2023-07-07,1605711,2024-05-29,699,75.16,2026-02-13,3656,403,SAV-75787,49452,2026-03-09,2026-03-21,Y
East West Bank,EWB-1000627,ARM,FNMA,Borrower 627,"7453 Main St, Unit 3",Residential Property (1-4 Units),SP1,NY,3,BK,Thomas Thompson,2023-02-21,2053-02-13,2026-04-21,2665,30-Day Delinquent,30,776724,0,885036,2023-01-22,1081194,2024-04-16,844,71.84,2026-02-17,3898,477,SAV-69750,13625,2026-03-22,2026-03-21,Y
East West Bank,EWB-1000628,Conventional,FNMA,Borrower 628,"8556 Main St, Unit 16",Residential Property (1-4 Units),CE1,MA,3,FC,Thomas Thompson,2022-06-26,2052-06-18,2026-04-21,4507,Current,0,143131,0,227175,2022-05-27,232300,2025-11-24,721,61.61,2026-03-07,1332,24,SAV-47006,34103,2026-03-13,2026-03-19,NA
East West Bank,EWB-1000629,Specialty,EWB-INT,Borrower 629,"2480 Main St, Unit 15",Commercial & Multi-Family (5+ Units),LC1,CA,4,LEG,Robert Brown,2022-02-12,2052-02-05,2026-04-21,2141,Current,0,733603,0,1340888,2022-01-13,1714353,2025-03-24,801,42.79,2026-02-19,3323,112,SAV-32436,37499,2026-03-07,2026-03-17,NA
East West Bank,EWB-1000630,Construction,GNMA,Borrower 630,"4691 Main St, Unit 24",Residential Property (1-4 Units),CS1,CA,4,FC,Richard Davis,2022-04-08,2052-03-31,2026-04-21,2465,Current,0,285539,0,313834,2022-03-09,332149,2025-12-15,843,85.97,2026-02-27,3662,350,SAV-57490,3821,2026-03-21,2026-03-21,NA
East West Bank,EWB-1000631,Equity,PRIV,Borrower 631,"5155 Main St, Unit 14",Residential Property (1-4 Units),CE1,IL,3,LEG,James Miller,2022-12-02,2052-11-24,2026-04-21,4811,90-Day Delinquent,90,436485,2540,467013,2022-11-02,596910,2024-05-30,706,73.12,2026-02-04,2396,137,SAV-76142,26530,2026-03-21,2026-03-19,Y
